# Injured,# Killed,Address,City Or County,Incident Date,Incident ID,Operations,State,Full Address,Latitude,Longitude
5,1,2349 S Claiborne Ave,New Orleans,2016-09-11,,,Louisiana,"2349 S Claiborne Ave New Orleans, Louisiana",29.9446828,-90.091415
6,0,500 block of Westport Rd,Kansas City,2016-09-11,,,Missouri,"500 block of Westport Rd Kansas City, Missouri",39.0529277,-94.5917188
5,0,2207 Pierce Road,Saginaw,2016-09-11,,,Michigan,"2207 Pierce Road Saginaw, Michigan",43.50688299999999,-83.959673
5,0,1100 block of Highway 70,New Bern,2016-09-11,,,North Carolina,"1100 block of Highway 70 New Bern, North Carolina",35.2508485,-77.5810997
1,3,3006 Holton Avenue,Fort Wayne,2016-09-11,,,Indiana,"3006 Holton Avenue Fort Wayne, Indiana",41.0574142,-85.1187504
3,1,87 Van Wagenen Ave,Jersey City,2016-09-11,,,New Jersey,"87 Van Wagenen Ave Jersey City, New Jersey",40.7332731,-74.07023199999999
3,1,3451 Northwest 36 Street,Miami,2016-09-10,,,Florida,"3451 Northwest 36 Street Miami, Florida",25.8089317,-80.25223539999999
0,4,8330 Linden Rd,Del Valle,2016-09-08,,,Texas,"8330 Linden Rd Del Valle, Texas",30.1349639,-97.58900919999999
4,1,300 block of Lacey St,Hot Springs National Park (Hot Springs),2016-09-08,,,Arkansas,"300 block of Lacey St Hot Springs National Park (Hot Springs), Arkansas",34.49885,-93.07547559999999
3,2,2700 block of W Lexington Ave,Chicago,2016-09-05,,,Illinois,"2700 block of W Lexington Ave Chicago, Illinois",41.872262,-87.69373
4,0,600 block of Moss Street,Reading,2016-09-05,,,Pennsylvania,"600 block of Moss Street Reading, Pennsylvania",40.3444895,-75.918871
10,1,1020 Orange Ave NE,Roanoke,2016-09-04,,,Virginia,"1020 Orange Ave NE Roanoke, Virginia",37.2837937,-79.92274259999999
3,1,600 block of North 30th St,Wilmington,2016-09-03,,,North Carolina,"600 block of North 30th St Wilmington, North Carolina",34.2461338,-77.90694320000001
4,0,100 block of North Seeley Avenue,Chicago,2016-09-03,,,Illinois,"100 block of North Seeley Avenue Chicago, Illinois",41.97054910000001,-87.6804572
4,0,400 Merritts Avenue NE,Atlanta,2016-08-30,,,Georgia,"400 Merritts Avenue NE Atlanta, Georgia",33.7690479,-84.3745349
4,0,6800 block of South Ashland,Chicago (Englewood),2016-08-30,,,Illinois,"6800 block of South Ashland Chicago (Englewood), Illinois",41.7751925,-87.6637097
5,1,907 White Horse Pike,Egg Harbor City,2016-08-29,,,New Jersey,"907 White Horse Pike Egg Harbor City, New Jersey",39.5265446,-74.6437487
6,0,2200 block of 17th St,Lubbock,2016-08-28,,,Texas,"2200 block of 17th St Lubbock, Texas",33.5798765,-101.8641012
4,0,514 E 156th St,Bronx,2016-08-28,,,New York,"514 E 156th St Bronx, New York",40.819209,-73.9112157
2,2,S Grand Blvd and Montana St,Saint Louis,2016-08-28,,,Missouri,"S Grand Blvd and Montana St Saint Louis, Missouri",38.5837653,-90.24473069999999
5,0,512 E Columbus St,Dadeville,2016-08-28,,,Alabama,"512 E Columbus St Dadeville, Alabama",32.829782,-85.75709169999999
6,1,3810 7th Ave,Bessemer (Brighton),2016-08-27,,,Alabama,"3810 7th Ave Bessemer (Brighton), Alabama",33.4411578,-86.9504003
4,2,1900 block of NW 83rd Terr,Miami,2016-08-27,,,Florida,"1900 block of NW 83rd Terr Miami, Florida",25.8505091,-80.2298004
5,0,Marion Street,Bridgeton,2016-08-25,,,New Jersey,"Marion Street Bridgeton, New Jersey",39.431824,-75.2289425
4,0,Westview and Stratton Street,Boston,2016-08-21,,,Massachusetts,"Westview and Stratton Street Boston, Massachusetts",42.2911132,-71.0887781
13,0,19 Plymouth St,Bridgeport,2016-08-21,,,Connecticut,"19 Plymouth St Bridgeport, Connecticut",41.198299,-73.17553459999999
4,0,903 Dixwell Ave,Hamden,2016-08-20,,,Connecticut,"903 Dixwell Ave Hamden, Connecticut",41.3377926,-72.9349372
5,0,900 block of Pacific Avenue,Tacoma,2016-08-20,,,Washington,"900 block of Pacific Avenue Tacoma, Washington",47.255435,-122.439098
0,5,Jim Platt Road,Citronelle,2016-08-20,,,Alabama,"Jim Platt Road Citronelle, Alabama",31.049996,-88.308808
4,0,402 E Main Street,Waterbury,2016-08-18,,,Connecticut,"402 E Main Street Waterbury, Connecticut",41.5541466,-73.0339714
4,0,Mandela Parkway,Oakland,2016-08-17,,,California,"Mandela Parkway Oakland, California",37.8152684,-122.2900858
4,0,1600 block of Selden Avenue,Norfolk,2016-08-14,,,Virginia,"1600 block of Selden Avenue Norfolk, Virginia",36.8273668,-76.2677685
5,0,1717 Plymouth Ave N,Minneapolis,2016-08-14,,,Minnesota,"1717 Plymouth Ave N Minneapolis, Minnesota",44.9912473,-93.302672
4,0,6300 block of 11th Avenue,Los Angeles,2016-08-13,,,California,"6300 block of 11th Avenue Los Angeles, California",33.9827996,-118.3291371
2,2,4001 West Fond Du Lac Ave,Milwaukee,2016-08-13,,,Wisconsin,"4001 West Fond Du Lac Ave Milwaukee, Wisconsin",43.0795775,-87.9635538
4,0,Jamaica Ave and 105th St,Richmond Hill,2016-08-13,,,New York,"Jamaica Ave and 105th St Richmond Hill, New York",40.6952276,-73.84199749999999
4,0,1800 Connecticut Ave,Joplin,2016-08-13,,,Missouri,"1800 Connecticut Ave Joplin, Missouri",37.0713043,-94.4942593
3,1,100 block of West 38th Street,Jacksonville,2016-08-12,,,Florida,"100 block of West 38th Street Jacksonville, Florida",30.3678083,-81.65485
3,1,10921 Estate Ln,Dallas,2016-08-12,,,Texas,"10921 Estate Ln Dallas, Texas",32.8825255,-96.6968549
4,0,500 block of E Ashmead St,Philadelphia,2016-08-11,,,Pennsylvania,"500 block of E Ashmead St Philadelphia, Pennsylvania",40.0372816,-75.16059179999999
4,0,Foster Street and Jackson Avenue,Evanston,2016-08-10,,,Illinois,"Foster Street and Jackson Avenue Evanston, Illinois",42.0539257,-87.69285649999999
3,1,4000 Green Tree Drive,Sacramento,2016-08-10,,,California,"4000 Green Tree Drive Sacramento, California",38.49791640000001,-121.4598182
7,0,1214 Labelle St,Jacksonville,2016-08-08,,,Florida,"1214 Labelle St Jacksonville, Florida",30.3025396,-81.7322066
2,2,341 General Marshall Street NE,Albuquerque,2016-08-08,,,New Mexico,"341 General Marshall Street NE Albuquerque, New Mexico",35.0798997,-106.5495453
3,1,5925 South Figueroa Street,Los Angeles,2016-08-07,,,California,"5925 South Figueroa Street Los Angeles, California",33.98667470000001,-118.2829701
3,1,4460 Clay St,Vicksburg,2016-08-07,,,Mississippi,"4460 Clay St Vicksburg, Mississippi",32.3436749,-90.8297042
2,2,5400 block of Sheridan Boulevard,Arvada,2016-08-07,,,Colorado,"5400 block of Sheridan Boulevard Arvada, Colorado",39.7927739,-105.0519058
4,0,100 block of South Springfield,Chicago,2016-08-07,,,Illinois,"100 block of South Springfield Chicago, Illinois",41.8797739,-87.72318469999999
0,5,51 Winding Brook Drive,Reading (Sinking Spring),2016-08-06,,,Pennsylvania,"51 Winding Brook Drive Reading (Sinking Spring), Pennsylvania",40.3317859,-76.0242765
3,1,70 block of Thorpe Street,Pontiac,2016-08-05,,,Michigan,"70 block of Thorpe Street Pontiac, Michigan",42.6377192,-83.31134469999999
2,2,21600 block of Rider St,Perris,2016-08-05,,,California,"21600 block of Rider St Perris, California",33.8303075,-117.2853662
4,0,Ayers Street and Griffith Avenue,Memphis,2016-08-04,,,Tennessee,"Ayers Street and Griffith Avenue Memphis, Tennessee",35.161441,-90.02766869999999
3,1,4110 Glenwood Road,Decatur,2016-08-03,,,Georgia,"4110 Glenwood Road Decatur, Georgia",33.7382851,-84.2501252
4,0,5700 block of Hallandale Beach Blvd,Hollywood (West Park),2016-08-02,,,Florida,"5700 block of Hallandale Beach Blvd Hollywood (West Park), Florida",25.984201,-80.2003543
4,0,South Bedford Avenue,Evansville,2016-08-01,,,Indiana,"South Bedford Avenue Evansville, Indiana",37.964448,-87.54976599999999
1,3,Southwest 203rd Terrace and 115th Avenue,Miami,2016-07-31,,,Florida,"Southwest 203rd Terrace and 115th Avenue Miami, Florida",25.57761,-80.37891599999999
4,1,208 E 6th St,Austin,2016-07-31,,,Texas,"208 E 6th St Austin, Texas",30.2678607,-97.74096999999999
5,0,5000 block of Kensington Ave,Saint Louis,2016-07-30,,,Missouri,"5000 block of Kensington Ave Saint Louis, Missouri",38.6538856,-90.263571
1,3,10009 Chennault Beach,Mukilteo,2016-07-30,,,Washington,"10009 Chennault Beach Mukilteo, Washington",47.9005474,-122.3233588
5,0,14699 Highway 17,Townsend (Eulonia),2016-07-30,,,Georgia,"14699 Highway 17 Townsend (Eulonia), Georgia",37.5555936,-76.6167574
7,0,Trail Creek St,Athens,2016-07-29,,,Georgia,"Trail Creek St Athens, Georgia",33.9666517,-83.35867350000001
5,0,303 College Ave,Elmira,2016-07-28,,,New York,"303 College Ave Elmira, New York",42.0896554,-76.8105769
4,0,Greenmount Avenue,Baltimore,2016-07-28,,,Maryland,"Greenmount Avenue Baltimore, Maryland",39.3189114,-76.60946369999999
2,2,800 block of West 50th Place,Chicago,2016-07-28,,,Illinois,"800 block of West 50th Place Chicago, Illinois",41.8024776,-87.6453736
19,2,3580 Evans Ave,Fort Myers,2016-07-25,,,Florida,"3580 Evans Ave Fort Myers, Florida",26.6112179,-81.8606021
7,1,1555 Main St,Hamilton,2016-07-24,,,Ohio,"1555 Main St Hamilton, Ohio",39.428343,-84.59931189999999
4,0,3630 Ashley Phosphate Road,North Charleston,2016-07-23,,,South Carolina,"3630 Ashley Phosphate Road North Charleston, South Carolina",32.9256053,-80.0846833
2,2,3400 block of Beekman St,Cincinnati,2016-07-23,,,Ohio,"3400 block of Beekman St Cincinnati, Ohio",39.1491147,-84.551194
4,0,Fountain Avenue,Brooklyn,2016-07-23,,,New York,"Fountain Avenue Brooklyn, New York",40.6666661,-73.8717827
1,4,202 Childers Drive,Bastrop,2016-07-23,,,Texas,"202 Childers Drive Bastrop, Texas",30.1028193,-97.32885069999999
5,0,300 block of North Wildwood Avenue,Kankakee,2016-07-22,,,Illinois,"300 block of North Wildwood Avenue Kankakee, Illinois",41.1219016,-87.8535311
5,0,4400 block of South Leamington,Chicago,2016-07-21,,,Illinois,"4400 block of South Leamington Chicago, Illinois",41.812846,-87.752214
4,0,5100 block of E Hedges Ave,Fresno,2016-07-20,,,California,"5100 block of E Hedges Ave Fresno, California",36.7593588,-119.7205987
4,0,13th Street and Tyler Avenue,West Memphis,2016-07-19,,,Arkansas,"13th Street and Tyler Avenue West Memphis, Arkansas",35.1437972,-90.1858007
3,1,6610 Tidwell,Houston,2016-07-17,,,Texas,"6610 Tidwell Houston, Texas",29.8478847,-95.30298110000001
4,0,Grand River and McGraw avenue,Detroit,2016-07-17,,,Michigan,"Grand River and McGraw avenue Detroit, Michigan",42.3533894,-83.1009443
3,4,9611 Airline Hwy,Baton Rouge,2016-07-17,,,Louisiana,"9611 Airline Hwy Baton Rouge, Louisiana",30.4339145,-91.0815902
5,0,6300 block of Benavides Drive,Dallas,2016-07-16,,,Texas,"6300 block of Benavides Drive Dallas, Texas",32.7154355,-96.71409009999999
5,0,5000 block of Euclid Avenue,Cleveland,2016-07-16,,,Ohio,"5000 block of Euclid Avenue Cleveland, Ohio",41.5033703,-81.6541652
14,1,621 Stephens Dr,Bakersfield,2016-07-16,,,California,"621 Stephens Dr Bakersfield, California",35.347847,-119.0359232
4,0,1200 block of West 25th Street,San Bernardino,2016-07-16,,,California,"1200 block of West 25th Street San Bernardino, California",34.1388558,-117.3102268
6,0,1348 College Street,Clarksville,2016-07-16,,,Tennessee,"1348 College Street Clarksville, Tennessee",36.540861,-87.3363158
1,3,4006 NW 417th Street,Woodland,2016-07-15,,,Washington,"4006 NW 417th Street Woodland, Washington",45.9231023,-122.7124209
1,3,400 block of Pecan Avenue,Crosby,2016-07-14,,,Texas,"400 block of Pecan Avenue Crosby, Texas",29.8723599,-95.0662297
4,0,1600 block of 7th Street,Oakland,2016-07-14,,,California,"1600 block of 7th Street Oakland, California",37.8062786,-122.2982278
3,1,900 block of Moeller Avenue,Akron,2016-07-14,,,Ohio,"900 block of Moeller Avenue Akron, Ohio",41.0692133,-81.5449249
5,0,105 Magnolia Avenue,Warner Robins,2016-07-13,,,Georgia,"105 Magnolia Avenue Warner Robins, Georgia",32.643751,-83.61585699999999
2,2,3000 block of Miami St,Saint Louis,2016-07-13,,,Missouri,"3000 block of Miami St Saint Louis, Missouri",38.59048,-90.23440599999999
5,0,1800 block of W. North Avenue,Baltimore,2016-07-11,,,Maryland,"1800 block of W. North Avenue Baltimore, Maryland",39.3101362,-76.6465845
4,0,500 block of Summit Avenue,Jackson,2016-07-11,,,Michigan,"500 block of Summit Avenue Jackson, Michigan",42.2466072,-84.3880416
4,0,"5100 block of Call Pl., SE",Washington,2016-07-11,,,District of Columbia,"5100 block of Call Pl., SE Washington, District of Columbia",38.8844719,-76.9283511
2,3,811 Port St,Saint Joseph,2016-07-11,,,Michigan,"811 Port St Saint Joseph, Michigan",42.11007439999999,-86.477303
4,0,2136 North Lobdell Avenue,Baton Rouge,2016-07-07,,,Louisiana,"2136 North Lobdell Avenue Baton Rouge, Louisiana",30.4676361,-91.1196945
9,5,800 Main St,Dallas,2016-07-07,,,Texas,"800 Main St Dallas, Texas",32.7789837,-96.80466489999999
4,1,536 Volunteer Pkwy,Bristol,2016-07-07,,,Tennessee,"536 Volunteer Pkwy Bristol, Tennessee",36.5871763,-82.18610579999999
4,0,56th Street and Naomi Avenue,Los Angeles,2016-07-05,,,California,"56th Street and Naomi Avenue Los Angeles, California",33.9920682,-118.2546946
7,0,419 Chauncey St,Brooklyn,2016-07-04,,,New York,"419 Chauncey St Brooklyn, New York",40.6819584,-73.9176804
2,3,1312 Robin,Houston,2016-07-04,,,Texas,"1312 Robin Houston, Texas",29.7564862,-95.380766
4,0,Seventh  Ave and Liberty Ave,Pittsburgh,2016-07-04,,,Pennsylvania,"Seventh  Ave and Liberty Ave Pittsburgh, Pennsylvania",40.4431054,-79.9973626
4,0,5500 block of South Hermitage Avenue,Chicago (Englewood),2016-07-04,,,Illinois,"5500 block of South Hermitage Avenue Chicago (Englewood), Illinois",41.7936043,-87.668219
4,0,1400 block of W. 107 Street,Cleveland,2016-07-04,,,Ohio,"1400 block of W. 107 Street Cleveland, Ohio",41.4817352,-81.761476
6,2,4000 block of West Southern Avenue,Phoenix,2016-07-04,,,Arizona,"4000 block of West Southern Avenue Phoenix, Arizona",33.3920573,-112.1457402
3,2,401 Lea Joyner Memorial Expy,Monroe,2016-07-03,,,Louisiana,"401 Lea Joyner Memorial Expy Monroe, Louisiana",32.50258180000001,-92.10706809999999
4,0,2300 block of Daisy Street,Chattanooga,2016-07-03,,,Tennessee,"2300 block of Daisy Street Chattanooga, Tennessee",35.0656723,-85.2517302
4,1,9500 block of South Loomis Street,Chicago,2016-06-30,,,Illinois,"9500 block of South Loomis Street Chicago, Illinois",41.7210951,-87.65790109999999
0,5,6100 block of West Lake Mead Boulevard,Las Vegas,2016-06-29,,,Nevada,"6100 block of West Lake Mead Boulevard Las Vegas, Nevada",36.19577930000001,-115.2239542
3,1,13800 block of S Avalon Boulevard,Los Angeles,2016-06-28,,,California,"13800 block of S Avalon Boulevard Los Angeles, California",33.9063989,-118.2652934
4,0,1600 block of South Christiana,Chicago,2016-06-28,,,Illinois,"1600 block of South Christiana Chicago, Illinois",41.8590151,-87.7091071
1,3,13436 Killiam Loop NE,Woodburn,2016-06-27,,,Oregon,"13436 Killiam Loop NE Woodburn, Oregon",45.1478739,-122.7842785
4,0,Highway 38 N,Bennettsville,2016-06-26,,,South Carolina,"Highway 38 N Bennettsville, South Carolina",34.6084346,-79.679436
5,0,2240 Camp Greene St,Charlotte,2016-06-26,,,North Carolina,"2240 Camp Greene St Charlotte, North Carolina",35.2246218,-80.8849712
4,1,1500 block of Moreland Avenue SE,Atlanta,2016-06-26,,,Georgia,"1500 block of Moreland Avenue SE Atlanta, Georgia",33.7111216,-84.34943969999999
3,1,6000 block of Elm Street,Houston,2016-06-26,,,Texas,"6000 block of Elm Street Houston, Texas",29.7127764,-95.48697890000001
4,0,Baldwin Blvd  and Lamar,Corpus Christi,2016-06-26,,,Texas,"Baldwin Blvd  and Lamar Corpus Christi, Texas",27.7741197,-97.4213592
5,2,2466 East Lancaster Avenue,Fort Worth,2016-06-25,,,Texas,"2466 East Lancaster Avenue Fort Worth, Texas",32.74435450000001,-97.29164519999999
4,0,700 block of Craig Street,Norfolk,2016-06-25,,,Virginia,"700 block of Craig Street Norfolk, Virginia",36.8282,-76.2786519
4,0,1400 block of W. 114th Place,Chicago,2016-06-25,,,Illinois,"1400 block of W. 114th Place Chicago, Illinois",41.6860028,-87.6569173
4,0,N. 3rd and Walker,Kansas City,2016-06-24,,,Kansas,"N. 3rd and Walker Kansas City, Kansas",39.1232982,-94.6161014
5,0,Brook and Winter Street,Hartford,2016-06-24,,,Connecticut,"Brook and Winter Street Hartford, Connecticut",41.7792111,-72.68305629999999
2,3,3100 block of Orleans Ave,District Heights,2016-06-24,,,Maryland,"3100 block of Orleans Ave District Heights, Maryland",38.8465395,-76.87647679999999
1,3,500 block of Dutterow Road SE,Olympia,2016-06-22,,,Washington,"500 block of Dutterow Road SE Olympia, Washington",47.0378741,-122.9006951
4,1,Lancashire Drive and Central Drive,Dekalb (county),2016-06-22,,,Georgia,"Lancashire Drive and Central Drive Dekalb (county), Georgia",33.81158120000001,-84.197513
4,0,3100 block of West Warren,Chicago,2016-06-22,,,Illinois,"3100 block of West Warren Chicago, Illinois",41.8821161,-87.7038054
4,0,Mosshill Lane,Willingboro,2016-06-21,,,New Jersey,"Mosshill Lane Willingboro, New Jersey",40.031049,-74.892399
2,2,2802 Rodman Street,Louisville,2016-06-21,,,Kentucky,"2802 Rodman Street Louisville, Kentucky",38.2088656,-85.7701288
4,0,2328 Melrose Avenue,Roanoke,2016-06-19,,,Virginia,"2328 Melrose Avenue Roanoke, Virginia",37.285884,-79.975037
3,1,Fredrick Douglas Road,Exmore,2016-06-18,,,Virginia,"Fredrick Douglas Road Exmore, Virginia",37.532512,-75.832151
2,2,2625 Arnold Ct,Waycross,2016-06-18,,,Georgia,"2625 Arnold Ct Waycross, Georgia",31.2219421,-82.3755407
4,0,East 79th Street and South Escanaba Avenue,Chicago,2016-06-18,,,Illinois,"East 79th Street and South Escanaba Avenue Chicago, Illinois",41.7518868,-87.5540382
4,0,South Van Buren and Elm streets,Wilmington,2016-06-14,,,Delaware,"South Van Buren and Elm streets Wilmington, Delaware",39.7407805,-75.56456279999999
3,1,1301 Franklin Street,Oakland,2016-06-14,,,California,"1301 Franklin Street Oakland, California",37.8034622,-122.2705004
4,0,East El Monte Way and Recreation Avenue,Fresno,2016-06-13,,,California,"East El Monte Way and Recreation Avenue Fresno, California",36.7349771,-119.7387116
5,0,Avenue D and E. 57th,Brooklyn,2016-06-13,,,New York,"Avenue D and E. 57th Brooklyn, New York",40.6427459,-73.9226193
5,0,3200 block of West Congress,Chicago,2016-06-13,,,Illinois,"3200 block of West Congress Chicago, Illinois",41.8749169,-87.7059695
53,50,1912 S Orange Ave,Orlando,2016-06-12,,,Florida,"1912 S Orange Ave Orlando, Florida",28.5196118,-81.37684589999999
0,5,2300 block of Davis Ave,Roswell,2016-06-11,,,New Mexico,"2300 block of Davis Ave Roswell, New Mexico",33.4198165,-104.5184652
4,0,4000 block of Elmore Avenue,Webster,2016-06-11,,,Minnesota,"4000 block of Elmore Avenue Webster, Minnesota",44.5297813,-93.3728498
3,1,4000 block of Collegiate Avenue,Charlotte,2016-06-11,,,North Carolina,"4000 block of Collegiate Avenue Charlotte, North Carolina",35.3242025,-80.7106859
3,1,Alvarado Avenue,Stockton,2016-06-11,,,California,"Alvarado Avenue Stockton, California",37.9874266,-121.291158
2,3,8500 block of Cedros Avenue,Panorama City,2016-06-11,,,California,"8500 block of Cedros Avenue Panorama City, California",34.2247508,-118.4535746
4,0,Landview Drive,Fort Walton Beach,2016-06-09,,,Florida,"Landview Drive Fort Walton Beach, Florida",30.462036,-86.648831
4,0,1300 North Capitol St NW,Washington,2016-06-08,,,District of Columbia,"1300 North Capitol St NW Washington, District of Columbia",38.9074971,-77.00931349999999
3,1,66 Washington St,Boston,2016-06-08,,,Massachusetts,"66 Washington St Boston, Massachusetts",42.226527,-71.1863237
4,0,33 60 South Fairway Street,Visalia,2016-06-06,,,California,"33 60 South Fairway Street Visalia, California",36.3004588,-119.3104233
4,0,8th and Humboldt Avenue N.,Minneapolis,2016-06-05,,,Minnesota,"8th and Humboldt Avenue N. Minneapolis, Minnesota",45.0276746,-93.2982641
3,3,2600 block of Skyline Boulevard S,Cape Coral,2016-06-05,,,Florida,"2600 block of Skyline Boulevard S Cape Coral, Florida",26.6035305,-81.99094079999999
4,2,8152 N Black Canyon Hwy,Phoenix,2016-06-05,,,Arizona,"8152 N Black Canyon Hwy Phoenix, Arizona",33.5564792,-112.1140293
4,0,Mermaid Ave and 16th St.,Brooklyn,2016-06-05,,,New York,"Mermaid Ave and 16th St. Brooklyn, New York",40.5767364,-73.9837154
1,3,3600 block of Hudson Street,Denver,2016-06-04,,,Colorado,"3600 block of Hudson Street Denver, Colorado",39.7674446,-104.9234444
4,0,3300 block of West Huron Street,Chicago,2016-05-31,,,Illinois,"3300 block of West Huron Street Chicago, Illinois",41.8936911,-87.70893509999999
4,0,6600 block of Pawawna Drive,Fort Wayne,2016-05-31,,,Indiana,"6600 block of Pawawna Drive Fort Wayne, Indiana",41.1059598,-85.0571391
5,0,500 block of East 43rd Street,Baltimore,2016-05-30,,,Maryland,"500 block of East 43rd Street Baltimore, Maryland",39.3411856,-76.6090597
5,0,3900 block of 44th,Sacramento,2016-05-30,,,California,"3900 block of 44th Sacramento, California",38.5394525,-121.4554443
4,0,200 block of N 3rd St,Las Vegas,2016-05-29,,,Nevada,"200 block of N 3rd St Las Vegas, Nevada",36.1720387,-115.1413268
6,0,600 block of Martin Luther King Jr. Boulevard,Trenton,2016-05-29,,,New Jersey,"600 block of Martin Luther King Jr. Boulevard Trenton, New Jersey",40.2298219,-74.76321089999999
4,0,300 block of South Meridian Street,Indianapolis,2016-05-29,,,Indiana,"300 block of South Meridian Street Indianapolis, Indiana",39.7625906,-86.1600739
6,2,13210 Memorial Dr,Houston,2016-05-29,,,Texas,"13210 Memorial Dr Houston, Texas",29.7730265,-95.57413749999999
5,0,102 Isabella Avenue,Newark,2016-05-23,,,New Jersey,"102 Isabella Avenue Newark, New Jersey",40.741444,-74.2209361
4,0,8639 Apple St,New Orleans,2016-05-22,,,Louisiana,"8639 Apple St New Orleans, Louisiana",29.9616419,-90.1237075
3,1,Poplar and Sutter Streets,Stockton,2016-05-22,,,California,"Poplar and Sutter Streets Stockton, California",37.962289,-121.2882889
4,0,100 block of Rains Avenue,Nashville,2016-05-22,,,Tennessee,"100 block of Rains Avenue Nashville, Tennessee",36.1401248,-86.76380019999999
3,1,Levi Barnes Road,Jackson,2016-05-21,,,Georgia,"Levi Barnes Road Jackson, Georgia",33.2598338,-84.0273833
4,0,34th Street and North Keystone Avenue,Indianapolis,2016-05-18,,,Indiana,"34th Street and North Keystone Avenue Indianapolis, Indiana",39.8180988,-86.1216714
1,3,5360 Savannah Highway,Ravenel,2016-05-17,,,South Carolina,"5360 Savannah Highway Ravenel, South Carolina",32.784928,-80.20370199999999
0,5,Rossman Dairy Road,Moultrie,2016-05-15,,,Georgia,"Rossman Dairy Road Moultrie, Georgia",31.2121614,-83.851778
4,0,420 North Garvin Street,Evansville,2016-05-15,,,Indiana,"420 North Garvin Street Evansville, Indiana",37.9815615,-87.55679599999999
5,0,Cordova and Peoples Street,Atlanta,2016-05-14,,,Georgia,"Cordova and Peoples Street Atlanta, Georgia",33.7386353,-84.42049399999999
3,1,2337 Washington St W,Charleston,2016-05-14,,,West Virginia,"2337 Washington St W Charleston, West Virginia",38.3724363,-81.7071612
4,1,1400 block of 21st St N,Birmingham,2016-05-11,,,Alabama,"1400 block of 21st St N Birmingham, Alabama",33.531259,-86.81427099999999
5,0,7100 block of South State Street,Chicago,2016-05-11,,,Illinois,"7100 block of South State Street Chicago, Illinois",41.7638514,-87.6249088
3,1,8600 block of North Lamar,Austin,2016-05-08,,,Texas,"8600 block of North Lamar Austin, Texas",30.3545586,-97.70471649999999
4,1,12300 block of Gratiot,Detroit,2016-05-06,,,Michigan,"12300 block of Gratiot Detroit, Michigan",42.4159689,-82.989651
3,1,1300 block of Clay Street,Montgomery,2016-05-06,,,Alabama,"1300 block of Clay Street Montgomery, Alabama",32.3757177,-86.3332762
3,3,7101 Democracy Blvd,Bethesda,2016-05-06,,,Maryland,"7101 Democracy Blvd Bethesda, Maryland",39.0241378,-77.1459998
6,2,300 block of North Thomas Drive,Shreveport,2016-05-05,,,Louisiana,"300 block of North Thomas Drive Shreveport, Louisiana",32.5388509,-93.7634753
3,1,2108 NW 19th Terrace,Miami,2016-05-05,,,Florida,"2108 NW 19th Terrace Miami, Florida",25.7930631,-80.2301956
7,1,16th Avenue North and Newton Avenue North,Minneapolis,2016-05-04,,,Minnesota,"16th Avenue North and Newton Avenue North Minneapolis, Minnesota",44.99522,-93.30570999999999
5,0,1955 Old Castle Drive,Murfreesboro,2016-05-01,,,Tennessee,"1955 Old Castle Drive Murfreesboro, Tennessee",35.8228724,-86.3482616
4,0,400 block of N Dade Ave,Saint Louis (Ferguson),2016-04-29,,,Missouri,"400 block of N Dade Ave Saint Louis (Ferguson), Missouri",38.7509246,-90.315066
5,0,3200 block of San Pablo Avenue,Oakland,2016-04-29,,,California,"3200 block of San Pablo Avenue Oakland, California",37.8226051,-122.2770683
2,2,4300  Block of Kerrit Dr,Baton Rouge,2016-04-27,,,Louisiana,"4300  Block of Kerrit Dr Baton Rouge, Louisiana",30.4903259,-91.0871866
1,3,Pecan Drive,Kilmichael,2016-04-27,,,Mississippi,"Pecan Drive Kilmichael, Mississippi",33.4355942,-89.57232619999999
4,1,6500 block of Hil-Mar Drive,District Heights (Forestville),2016-04-26,,,Maryland,"6500 block of Hil-Mar Drive District Heights (Forestville), Maryland",38.8431713,-76.895417
4,0,400 Charlotte Avenue,Nashville,2016-04-25,,,Tennessee,"400 Charlotte Avenue Nashville, Tennessee",36.166494,-86.7814597
5,0,1506 Northwest 70th Street,Miami,2016-04-25,,,Florida,"1506 Northwest 70th Street Miami, Florida",25.8384093,-80.2233956
5,0,1055 L P Bailey Memorial Hwy,Halifax,2016-04-24,,,Virginia,"1055 L P Bailey Memorial Hwy Halifax, Virginia",36.7767109,-78.9226142
3,2,2000 block of West 68th Place,Chicago (Englewood),2016-04-24,,,Illinois,"2000 block of West 68th Place Chicago (Englewood), Illinois",41.76955359999999,-87.67387040000001
4,0,1400 block of 14th Street,Denver,2016-04-24,,,Colorado,"1400 block of 14th Street Denver, Colorado",39.7480015,-105.0006961
3,1,1650 South Hollywood Boulevard,Las Vegas,2016-04-23,,,Nevada,"1650 South Hollywood Boulevard Las Vegas, Nevada",36.1526698,-115.025793
1,3,1200 block of Lee Road 83,Auburn,2016-04-23,,,Alabama,"1200 block of Lee Road 83 Auburn, Alabama",32.5462556,-85.4201221
4,0,West 141st Street and Edgecombe Avenue,New York (Manhattan),2016-04-23,,,New York,"West 141st Street and Edgecombe Avenue New York (Manhattan), New York",40.8208788,-73.94516340000001
4,1,3732 SW Topeka Blvd,Topeka,2016-04-23,,,Kansas,"3732 SW Topeka Blvd Topeka, Kansas",38.9989899,-95.6873432
0,8,4077 Union Hill Rd,Piketon,2016-04-22,,,Ohio,"4077 Union Hill Rd Piketon, Ohio",39.0099197,-83.24111169999999
